2016-03-24T21:00:49-06:00,8ULHvPvHYMhVmzm,www.7vT04L5UMeYrYQt2nHKP.com,64
2016-03-24T21:00:49-06:00,EIbzYR,www.p0TWPdDyeFRl.com,6812
2016-03-24T21:00:49-06:00,1axtg2UtCodMlnz7hxwNVjSba6I,www.vF1wX.com,2784
2016-03-24T21:00:49-06:00,4JY3,www.hDHEaGtvPDZAJk9.com,1767
2016-03-24T21:00:50-06:00,D9oEPhS,www.2NOlKnV8pEWMFkz.com,8387
2016-03-24T21:00:50-06:00,W8CWN2,www.WbAgFujOV4d.com,8172
2016-03-24T21:00:50-06:00,q7n1lPwfEq994TlQ4CBtHO6u9nq9,www.n2ElTnf.com,3766
2016-03-24T21:00:50-06:00,JbDvFNSVWolna4o4T,www.tFjBb.com,2383
2016-03-24T21:00:50-06:00,vxSN4xYSNj7ZyNGr,www.22bWvyudI.com,2008
2016-03-24T21:00:50-06:00,64JX8Typ,www.0r6WjsXBoNQVOmToErZ.com,5546
2016-03-24T21:00:50-06:00,m0fLLsDLknoegCqbOWrR8C,www.KFdylkt7IYlmhfXSW.com,130
2016-03-24T21:00:50-06:00,msdfs,www.fdsa.ca,1002
